GISPROD3OSMPTrailsOSMPOBJECTID,GISPROD3OSMPTrailsOSMPOWNER,GISPROD3OSMPTrailsOSMPBICYCLES,GISPROD3OSMPTrailsOSMPDISPLAY,GISPROD3OSMPTrailsOSMPTRAILTYPE,GISPROD3OSMPTrailsOSMPDATEFROM,GISPROD3OSMPTrailsOSMPDATETO,GISPROD3OSMPTrailsOSMPSEGMENTID,GISPROD3OSMPTrailsOSMPHORSES,GISPROD3OSMPTrailsOSMPRID,GISPROD3OSMPTrailsOSMPTRLID,GISPROD3OSMPTrailsOSMPMILEAGE,GISPROD3OSMPTrailsOSMPMEASUREDFEET,GISPROD3OSMPTrailsOSMPTRAILNAME,GISPROD3OSMPTrailsOSMPGlobalID,GISPROD3OSMPTrailsOSMPDIFFICULTY,GISPROD3OSMPTrailsOSMPDOGS,GISPROD3OSMPTrailsOSMPDOGREGGEN,GISPROD3OSMPTrailsOSMPDOGREGDESC,GISPROD3OSMPTrailClosuresOBJECTID,GISPROD3OSMPTrailClosuresRID,GISPROD3OSMPTrailClosuresCLOSUREDURATION,GISPROD3OSMPTrailClosuresWEBLINK,GISPROD3OSMPTrailClosuresCLOSUREAREA,GISPROD3OSMPTrailClosuresTRAILSTATUS,GISPROD3OSMPTrailClosuresCLOSUREREASON,GISPROD3OSMPTrailClosuresLOCATIONDESCRIPTION,GISPROD3OSMPTrailClosuresCONTACT,GISPROD3OSMPTrailClosuresCOMMENTS,GISPROD3OSMPTrailClosuresGLOBALID,GISPROD3OSMPTrailClosuresSEGMENTID
2715,OSMP,Yes,Yes,Multi-Use Trail,2005/12/31 00:00:00+00,2099/12/31 00:00:00+00,401-637-638,Yes,1028,401,0.097,521,Foothills North,{B1925D69-3804-401E-B99A-4DFEBDAC6FC3},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",1133,1028,Until Further Notice,,,Open,Hazardous Conditions,,https://bouldercolorado.gov/services/osmp-closures,,{A7975015-3954-4846-849C-A6310E589891},401-637-638
2716,OSMP,Yes,Yes,Multi-Use Trail,2005/12/31 00:00:00+00,2099/12/31 00:00:00+00,401-637-634,Yes,1029,401,0.013,53,Foothills North,{FDA89010-8D2C-419C-A431-1D6B8913BAAF},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",1134,1029,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{EDD8FEAF-F31B-438A-9947-071FE75B97B4},401-637-634
2717,OSMP,Yes,Yes,Multi-Use Trail,2005/12/31 00:00:00+00,2099/12/31 00:00:00+00,401-633-634,Yes,1163,401,0.015,80,Foothills North,{7B3703CB-86B6-4B02-943B-AB1ACBEBAF9C},Moderate,Yes,LVS,"Leash, Or Voice and Sight Control",1135,1163,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{0E85658C-BFD4-4B3F-8740-D1532A6016E3},401-633-634
2718,OSMP,Yes,Yes,Multi-Use Trail,2005/12/31 00:00:00+00,2099/12/31 00:00:00+00,401-633-637,Yes,1164,401,0.022,106,Foothills North,{7E06FC4B-5345-4C21-956E-9FDA2714B554},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",1136,1164,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{2A0987C7-42CD-4E96-A048-AB2515AEFA70},401-633-637
2719,OSMP,Yes,Yes,Multi-Use Trail,2005/12/31 00:00:00+00,2099/12/31 00:00:00+00,401-632-633,Yes,1165,401,0.289,1545,Foothills North,{9CE9F240-D54C-4A46-B635-E922B050D4FD},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",1137,1165,Until Further Notice,,,Open,Hazardous Conditions,,https://bouldercolorado.gov/services/osmp-closures,,{01D10678-1B92-4B12-819F-F55EC95E4ED4},401-632-633
2720,OSMP,Yes,Yes,Multi-Use Trail,2005/12/31 00:00:00+00,2099/12/31 00:00:00+00,401-630-631,Yes,1006,401,0.011,54,Foothills North,{8AAB5C58-89BA-4DC6-9826-4713C9C9E6A7},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",1138,1006,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{26562B8B-F62F-4B62-8D78-FB7C9B2E599F},401-630-631
2721,OSMP,Yes,Yes,Multi-Use Trail,2005/12/31 00:00:00+00,2099/12/31 00:00:00+00,401-631-632,Yes,1166,401,0.137,738,Foothills North,{EEF12D33-893E-46A1-97B8-E44ECD214DBB},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",1139,1166,Until Further Notice,,,Open,Hazardous Conditions,,https://bouldercolorado.gov/services/osmp-closures,,{ED0E09DC-80DA-4370-BBDF-35A1118EB0A0},401-631-632
2722,OSMP,Yes,Yes,Multi-Use Trail,2005/12/31 00:00:00+00,2099/12/31 00:00:00+00,401-629-630,Yes,1591,401,0.146,766,Foothills North,{F09D6213-43D4-4280-AD12-F01AEA56F333},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",1140,1591,Until Further Notice,,,Open,Hazardous Conditions,,https://bouldercolorado.gov/services/osmp-closures,,{1C920152-CF75-4297-A7BF-E3F257B9FF0D},401-629-630
2723,OSMP,Yes,Yes,Multi-Use Trail,2005/12/31 00:00:00+00,2099/12/31 00:00:00+00,401-639-632,Yes,1002,401,0.016,-9999,Foothills North,{9856E303-83D4-45AC-ADAD-1B5F0A451D00},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",1141,1002,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{A626DC47-00E1-4B60-A728-C5B81ECA60A1},401-639-632
2724,OSMP,Yes,Yes,Multi-Use Trail,2005/12/31 00:00:00+00,2099/12/31 00:00:00+00,401-624-630,Yes,1599,401,0.014,-9999,Foothills North,{9945CB79-3500-49FC-A045-AE10CA83CF3E},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",1142,1599,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{EDA10A49-99A9-4C01-96CA-605016DD0A71},401-624-630
2725,OSMP,Yes,Yes,Multi-Use Trail,2005/12/31 00:00:00+00,2099/12/31 00:00:00+00,401-624-631,Yes,1598,401,0.011,-9999,Foothills North,{F06837C8-2BF5-4921-8D00-F0B04E17A7F5},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",1143,1598,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{DA1651A7-4283-4386-8155-D32D60C0F2BE},401-624-631
2726,OSMP,Yes,Yes,Multi-Use Trail,2005/12/31 00:00:00+00,2099/12/31 00:00:00+00,403-626-621,Yes,1003,403,0.009,49,Foothills South,{063E78DC-B6AC-4E31-8EC9-91F681E175A2},Easy,Yes,LR,Leash Required,1144,1003,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{D191E945-AAC5-4EF0-93BC-3C312B433587},403-626-621
2727,OSMP,No,Yes,Hiking Trail,2005/12/31 00:00:00+00,2099/12/31 00:00:00+00,418-622-628,Yes,1030,418,0.027,144,Foothills Spur,{EEBECC73-83AC-4CA8-9C64-6B0DE4DCA372},Easy,Yes,LR,Leash Required,1145,1030,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{47D972B0-219C-4463-8DB0-00AA01C1D312},418-622-628
2728,OSMP,No,Yes,Hiking Trail,2015/04/09 00:00:00+00,2099/12/31 00:00:00+00,404-618-619,Yes,1032,404,0.491,2613,Old Kiln,{DFF6D9D6-1CF5-4CFB-A057-6D5363B076CE},Moderate,Yes,LR,Leash Required,1146,1032,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{F4C64460-1743-4793-996C-A5BD26BC216C},404-618-619
2729,OSMP,No,Yes,Hiking Trail,2005/12/31 00:00:00+00,2099/12/31 00:00:00+00,405-620-619,Yes,1033,405,0.37,1984,Old Kiln Spur,{10BAC6E0-056D-4635-80CD-01997552B399},Moderate,Yes,LR,Leash Required,1147,1033,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{F01865E8-CADE-4526-A600-7538CCA9535B},405-620-619
2730,OSMP,No,Yes,Hiking Trail,2015/04/09 00:00:00+00,2099/12/31 00:00:00+00,404-619-617,Yes,1034,404,0.311,1636,Old Kiln,{6059D423-FE78-4232-978F-009BEE8CFF9B},Moderate,Yes,LR,Leash Required,1148,1034,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{D7A282E3-B018-45FD-BC2F-19616291C282},404-619-617
2731,OSMP,No,Yes,Hiking Trail,2005/12/31 00:00:00+00,2099/12/31 00:00:00+00,418-626-622,Yes,1150,418,0.007,33,Foothills Spur,{5EBBE6CE-C106-42F8-B1AF-BF5556A86DF5},Easy,Yes,LR,Leash Required,1149,1150,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{48DD2B5B-0944-4FDD-85C9-B1CBEBE5EEAD},418-626-622
2732,OSMP,Yes,Yes,Multi-Use Trail,2005/12/31 00:00:00+00,2099/12/31 00:00:00+00,403-627-626,Yes,1151,403,0.004,20,Foothills South,{EDE539B2-2C62-4657-B557-B759B517A424},Easy,Yes,LR,Leash Required,1150,1151,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{C2D5AFC5-EF6B-413D-907B-181CAB5D6DB0},403-627-626
2733,OSMP,Yes,Yes,Multi-Use Trail,2015/04/09 00:00:00+00,2099/12/31 00:00:00+00,403-621-622,Yes,1167,403,0.01,61,Foothills South,{34A0A3BC-0429-453B-A6AA-598C3E19F776},Easy,Yes,LR,Leash Required,1151,1167,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{2B5684B7-961C-45CC-9224-56F673F19DE9},403-621-622
2734,OSMP,Yes,Yes,Multi-Use Trail,2015/04/09 00:00:00+00,2099/12/31 00:00:00+00,403-622-674,Yes,1592,403,0.032,138,Foothills South,{585D3300-AD4A-4CB3-800A-D627ED0B2D20},Easy,Yes,LR,Leash Required,1599,1592,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{B2F96C5C-A90C-498B-9715-5DA125ED1EE1},403-622-674
2735,OSMP,Yes,Yes,Multi-Use Trail,2015/04/09 00:00:00+00,2099/12/31 00:00:00+00,403-625-674,Yes,1149,403,0.005,-9999,Foothills South,{5ADE103C-B59D-4DB1-A77B-45F2BF9D89EC},Easy,Yes,LR,Leash Required,1152,1149,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{59152E0C-6942-4C1D-B992-02B2C6D6A8F5},403-625-674
2736,OSMP,Yes,Yes,Multi-Use Trail,2005/12/31 00:00:00+00,2099/12/31 00:00:00+00,407-601-602,Yes,1007,407,0.014,73,Wonderland Lake,{29DD5ACD-B7F9-4171-8E71-74E92BABBBD6},Easy,Yes,LR,Leash Required,1153,1007,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{BEF51077-922C-48AC-AB39-704A4F16FEE5},407-601-602
2737,OSMP,Yes,Yes,Multi-Use Trail,2015/04/09 00:00:00+00,2099/12/31 00:00:00+00,403-611-615,Yes,1008,403,0.026,135,Foothills South,{845B386E-8318-4DA3-ACC0-38CAFA4ED4A1},Easy,Yes,LR,Leash Required,1154,1008,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{7D9EC496-A5AE-44F3-B9BF-6225A0888CB1},403-611-615
2738,OSMP,Yes,Yes,Multi-Use Trail,2015/04/09 00:00:00+00,2099/12/31 00:00:00+00,403-609-611,Yes,1040,403,0.103,559,Foothills South,{21DB6953-B2CE-447B-9313-7BD83330F5E6},Easy,Yes,LR,Leash Required,1155,1040,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{348CBA85-8020-419D-B8E7-5CE3831EEF01},403-609-611
2739,OSMP,Yes,Yes,Multi-Use Trail,2005/12/31 00:00:00+00,2099/12/31 00:00:00+00,407-608-609,Yes,1041,407,0.257,1376,Wonderland Lake,{4D8A1B9B-9C75-4BA4-B7DD-7C51BD025C9E},Easy,Yes,LR,Leash Required,1156,1041,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{3721FA74-606B-4888-9C58-D1004FC2CD0F},407-608-609
2740,OSMP,Yes,Yes,Multi-Use Trail,2005/12/31 00:00:00+00,2099/12/31 00:00:00+00,407-602-603,Yes,1042,407,0.071,380,Wonderland Lake,{D40A06F4-1AB7-41C0-9F5F-BABCFE0637BB},Easy,Yes,LR,Leash Required,1157,1042,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{17AA8FAD-30D2-4843-BD51-7F37132E8203},407-602-603
2741,OSMP,Yes,Yes,Multi-Use Trail,2005/12/31 00:00:00+00,2099/12/31 00:00:00+00,407-600-601,Yes,1043,407,0.238,1256,Wonderland Lake,{AE94E529-5D4E-424F-AADD-453C45653D4B},Easy,Yes,LR,Leash Required,1158,1043,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{6D4B2793-ADE3-49CB-986C-C661E732D04A},407-600-601
2742,OSMP,Yes,Yes,Multi-Use Trail,2005/12/31 00:00:00+00,2099/12/31 00:00:00+00,407-606-607,Yes,1044,407,0.158,843,Wonderland Lake,{200C57FB-CBC9-4517-A3FB-45739F5ABA37},Easy,Yes,LR,Leash Required,1159,1044,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{3822A550-6F39-4514-ADE0-3439439FB0A5},407-606-607
2743,OSMP,Yes,Yes,Multi-Use Trail,2005/12/31 00:00:00+00,2099/12/31 00:00:00+00,406-615-616,Yes,1046,406,0.018,93,Foothills - Wonderland Lake spur,{09F5C69E-C6D6-42B8-98D9-9D60AD4E8B56},Easy,Yes,LR,Leash Required,1160,1046,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{C03A6031-9A7A-4C12-AAD5-3701F8637586},406-615-616
2744,OSMP,No,Yes,Hiking Trail,2005/12/31 00:00:00+00,2099/12/31 00:00:00+00,407-606-605,Yes,1573,407,0.092,502,Wonderland Lake,{D7FA24C0-BC89-4C4C-88B0-A2A2B5AFF05E},Easy,Yes,LR,Leash Required,1161,1573,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{B35EBE9D-1F8A-4AFB-8343-0C969B71A79B},407-606-605
2745,OSMP,Yes,Yes,Multi-Use Trail,2005/12/31 00:00:00+00,2099/12/31 00:00:00+00,407-605-606,Yes,1587,407,0.022,113,Wonderland Lake,{E8CE5916-B199-4B36-8245-9EBA96588A20},Easy,Yes,LR,Leash Required,1162,1587,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{C137C9EA-4F54-4039-93A8-09D784CD07E8},407-605-606
2746,OSMP,Yes,Yes,Multi-Use Trail,2005/12/31 00:00:00+00,2099/12/31 00:00:00+00,407-604-605,Yes,1588,407,0.009,49,Wonderland Lake,{031CC852-7393-4A6F-B730-E5B726E0231A},Easy,Yes,LR,Leash Required,1163,1588,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{998B8D27-5B7F-4256-BD77-FAF072A45803},407-604-605
2747,OSMP,Yes,Yes,Hiking Trail,2005/12/31 00:00:00+00,2099/12/31 00:00:00+00,407-601-604,Yes,1607,407,0.008,39,Wonderland Lake,{B0A63595-6FEE-47D3-B8C9-9BBD5B24F3A0},Moderate,Yes,LR,Leash Required,1164,1607,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{1519EAC1-85F9-4F93-84FD-032DC7BE02AB},407-601-604
2748,OSMP,Yes,Yes,Multi-Use Trail,2005/12/31 00:00:00+00,2099/12/31 00:00:00+00,407-602-604,Yes,1608,407,0.017,89,Wonderland Lake,{C5D389B2-70A1-4650-ABC5-5D5B012A8C2B},Easy,Yes,LR,Leash Required,1165,1608,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{5C34CBB9-0D9D-4E66-8C3F-335C4BB8E689},407-602-604
2749,OSMP,Yes,Yes,Multi-Use Trail,2005/12/31 00:00:00+00,2099/12/31 00:00:00+00,407-610-609,Yes,1610,407,0.197,1029,Wonderland Lake,{0462A288-53FA-4D8A-902C-B96B9178B69A},Easy,Yes,LR,Leash Required,1166,1610,Until Further Notice,,,Open,Intermittent Closure,,https://bouldercolorado.gov/services/osmp-closures,Trail segment closed intermittently the week of 8/23.,{F758160B-493A-4D08-82A6-6742E2C778F5},407-610-609
2750,OSMP,No,Yes,Gliding Access,2005/12/31 00:00:00+00,2099/12/31 00:00:00+00,419-612-611,Yes,1037,419,0.465,-9999,Wonderland Hill,{07194125-7A4D-4F6B-B3AC-DDECD2C557BA},Difficult,Yes,LR,Leash Required,1167,1037,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{C98C3EBC-4C7F-4F22-954F-FBEED4EAC974},419-612-611
2751,OSMP,No,Yes,Gliding Access,2005/12/31 00:00:00+00,2099/12/31 00:00:00+00,419-613-612,Yes,1039,419,0.172,-9999,Wonderland Hill,{0434EA43-D534-49F7-83C3-1E56600ECD77},Difficult,Yes,LR,Leash Required,1168,1039,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{240C9CC5-8675-42CA-B667-640C1366D2B4},419-613-612
2752,OSMP,No,Yes,Gliding Access,2005/12/31 00:00:00+00,2099/12/31 00:00:00+00,419-614-612,Yes,1038,419,0.112,-9999,Wonderland Hill,{8E0B6E05-2F16-4EE0-B620-3E766709B1A4},Difficult,Yes,LR,Leash Required,1169,1038,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{C151DCD3-92E6-4644-BFDF-A79F404D3D76},419-614-612
2753,OSMP,No,Yes,Gliding Access,2005/12/31 00:00:00+00,2099/12/31 00:00:00+00,419-668-669,Yes,1045,419,0.234,-9999,Wonderland Hill,{E3A4ED72-2C78-4494-92BD-E39E8F965FA9},Difficult,Yes,LR,Leash Required,1170,1045,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{3C746889-E9A1-4CB9-AE3D-161D06CDA21D},419-668-669
2754,OSMP,No,Yes,Hiking Trail,2005/12/31 00:00:00+00,2099/12/31 00:00:00+00,415-672-671,Yes,1154,415,0.45,2387,Mesa Reservoir,{DFE67062-C7EF-41D8-A77C-0F7BE53400E9},Moderate,Yes,LVS,"Leash, Or Voice and Sight Control",1171,1154,Until Further Notice,,,Open,Hazardous Conditions,,https://bouldercolorado.gov/services/osmp-closures,,{E8985BA6-2E20-4754-8D1E-16A8BA2EACA6},415-672-671
2755,OSMP,No,Yes,Hiking Trail,2005/12/31 00:00:00+00,2099/12/31 00:00:00+00,415-671-642,Yes,1161,415,0.33,1746,Mesa Reservoir,{E0FE3255-0148-4506-97C3-6880C53C0AAE},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",1172,1161,Until Further Notice,,,Open,Hazardous Conditions,,https://bouldercolorado.gov/services/osmp-closures,,{FF88C00C-EB83-40BB-B552-A27F20A89BCB},415-671-642
2756,OSMP,Yes,Yes,Multi-Use Trail,2009/12/31 00:00:00+00,2099/12/31 00:00:00+00,506-552-553,Yes,1048,506,1.167,6289,Cottontail,{C6E79EC1-3109-4DD6-A9E9-A4E42796B581},Moderate,Yes,LR,Leash Required,1173,1048,Until Further Notice,,,Closed,Maintenance,,https://bouldercolorado.gov/news/cottontail-trail-construction-delayed-closure-remain-place,"North section closed 8-4:30, south section closed 24/7.",{6E421BD7-ECF8-4565-953C-8547707FBD93},506-552-553
2757,OSMP,Yes,Yes,Multi-Use Trail,2005/12/31 00:00:00+00,2099/12/31 00:00:00+00,503-534-536,Yes,1051,503,0.026,108,East Boulder - Teller Farm,{446F426E-C5F4-43E3-A9C5-6E80384C0E28},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",1174,1051,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{99AF565A-A85A-4EF1-A808-9528DF3D5FF1},503-534-536
2758,OSMP,No,Yes,Hiking Trail,2005/12/31 00:00:00+00,2099/12/31 00:00:00+00,515-534-535,Yes,1052,515,0.148,766,East Boulder - Teller Lake #5,{F5D9F6AB-5B92-4BC3-85F2-10E160B2CD5C},Easy,No,No Dogs,No Dogs,1175,1052,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{F34A89B0-F81D-4DA2-969C-E1FF6F0D921F},515-534-535
2759,OSMP,Yes,Yes,Multi-Use Trail,2005/12/31 00:00:00+00,2099/12/31 00:00:00+00,503-530-534,Yes,1053,503,1.74,9441,East Boulder - Teller Farm,{A8D051B3-0672-468A-AFAB-608DAC86BEF9},Moderate,Yes,LVS,"Leash, Or Voice and Sight Control",1176,1053,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{460F03C8-693C-402D-B4CD-6FBC2B6AE600},503-530-534
2760,OSMP,Yes,Yes,Multi-Use Trail,2005/12/31 00:00:00+00,2099/12/31 00:00:00+00,503-530-528,Yes,1054,503,0.211,1124,East Boulder - Teller Farm,{6BAC050E-CEDE-4EC7-963A-A5C8EA67BDE2},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",1177,1054,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{75290D6D-4D16-4A5C-8AC2-E7B0F3B33ECB},503-530-528
2761,OSMP,Yes,Yes,Multi-Use Trail,2005/12/31 00:00:00+00,2099/12/31 00:00:00+00,503-527-528,Yes,1055,503,0.211,1117,East Boulder - Teller Farm,{ADC0E9F8-BD21-4DA5-8CD8-5334D484ECBF},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",1178,1055,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{5C46EFA4-1E07-4277-AFE3-0343D887609C},503-527-528
2762,OSMP,Yes,Yes,Multi-Use Trail,2005/12/31 00:00:00+00,2099/12/31 00:00:00+00,503-528-529,Yes,1056,503,0.055,290,East Boulder - Teller Farm,{8B6756B5-DFE0-409C-A5FC-BDB6A2900B05},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",1179,1056,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{6B804FF8-6070-457A-B6AF-0B875EB6FB6C},503-528-529
2763,OSMP,Yes,Yes,Multi-Use Trail,2005/12/31 00:00:00+00,2099/12/31 00:00:00+00,503-529-530,Yes,1057,503,0.059,306,East Boulder - Teller Farm,{E7887B89-9CAB-4FD8-99BF-EACE10C154EC},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",1180,1057,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{17E0E95F-E573-4C75-B3B6-9EC399F1F634},503-529-530
2764,OSMP,Yes,Yes,Multi-Use Trail,2005/12/31 00:00:00+00,2099/12/31 00:00:00+00,516-529-531,Yes,1058,516,0.093,494,East Boulder - Teller Farm Spur,{4BF808DF-E4AF-41A6-A8DE-3CB40B4AAF13},Easy,Yes,LR,Leash Required,1181,1058,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{3FA3EE77-7CAB-41AA-B85C-8593F85A16EE},516-529-531
2765,OSMP,Yes,Yes,Multi-Use Trail,2005/12/31 00:00:00+00,2099/12/31 00:00:00+00,516-531-532,Yes,1059,516,0.017,90,East Boulder - Teller Farm Spur,{FD11CF64-B31E-407A-B71A-F4716596F03D},Easy,Yes,LR,Leash Required,1182,1059,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{C3986600-8867-402E-8DE9-9401A3E066C1},516-531-532
2766,OSMP,Yes,Yes,Multi-Use Trail,2005/12/31 00:00:00+00,2099/12/31 00:00:00+00,516-531-533,Yes,1060,516,0.077,407,East Boulder - Teller Farm Spur,{D0BE3747-FABB-4B7E-9626-3FF00CDA9EB9},Easy,Yes,LR,Leash Required,1183,1060,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{FD2642F0-5FA3-4F7C-9C4F-750A70350F30},516-531-533
2767,OSMP,Yes,Yes,Multi-Use Trail,2005/12/31 00:00:00+00,2099/12/31 00:00:00+00,505-525-526,Yes,1061,505,0.258,1359,East Boulder - Teller Spur,{DC8D3538-F1CB-482F-AFBE-A835DC83E70D},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",1184,1061,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{899B12F1-0C0A-4D70-A16C-A0B75AA21173},505-525-526
2768,OSMP,No,Yes,Hiking Trail,2005/12/31 00:00:00+00,2099/12/31 00:00:00+00,508-542-544,Yes,1062,508,1.278,6872,Sawhill Ponds,{BA2CB359-E27E-4B1F-8FA1-D51831AB8759},Moderate,Yes,LR,Leash Required,1185,1062,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{DF29E74F-3545-4B6F-9728-98EC79EA11E4},508-542-544
2769,OSMP,No,Yes,Hiking Trail,2005/12/31 00:00:00+00,2099/12/31 00:00:00+00,508-544-545,Yes,1063,508,0.056,301,Sawhill Ponds,{AE2E4800-45A8-4604-82FF-472ED3AB0420},Easy,Yes,LR,Leash Required,1186,1063,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{4DBBE6EF-474C-4C1D-951A-AAE47B49264A},508-544-545
2770,OSMP,No,Yes,Hiking Trail,2005/12/31 00:00:00+00,2099/12/31 00:00:00+00,508-544-543,Yes,1064,508,0.033,191,Sawhill Ponds,{377D2D08-7DDC-4157-98AE-9C80428AB938},Easy,Yes,LR,Leash Required,1187,1064,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{CD7E78F2-6D04-424C-A54C-92C56ABD48C1},508-544-543
2771,OSMP,No,Yes,Hiking Trail,2005/12/31 00:00:00+00,2099/12/31 00:00:00+00,508-543-542,Yes,1065,508,0.032,156,Sawhill Ponds,{DC2D9F76-55F4-47DE-9BE7-9AEF762FE145},Easy,Yes,LR,Leash Required,1188,1065,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{55046106-CBD2-4FD9-AB5A-488972E32B82},508-543-542
2772,OSMP,No,Yes,Hiking Trail,2005/12/31 00:00:00+00,2099/12/31 00:00:00+00,508-543-541,Yes,1066,508,0.023,96,Sawhill Ponds,{46DB744B-A39D-425D-B335-1575C8BCA368},Easy,Yes,LR,Leash Required,1189,1066,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{B0BD9932-B274-46C4-AA90-C1593E987A8F},508-543-541
2773,OSMP,No,Yes,Hiking Trail,2005/12/31 00:00:00+00,2099/12/31 00:00:00+00,508-541-542,Yes,1067,508,0.032,156,Sawhill Ponds,{ECB434F4-30D4-4652-8119-8FCC19886206},Easy,Yes,LR,Leash Required,1190,1067,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{3596E38C-4E04-4976-8DA7-5BC5270633E6},508-541-542
2774,OSMP,No,Yes,Hiking Trail,2005/12/31 00:00:00+00,2099/12/31 00:00:00+00,508-540-541,Yes,1068,508,0.182,950,Sawhill Ponds,{01954BEB-3D8E-47E5-88D7-A1F175FBBBE5},Easy,Yes,LR,Leash Required,1191,1068,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{FA5BFC7B-7663-4384-85DA-3EB5E8B61BFF},508-540-541
2775,OSMP,Yes,Yes,Multi-Use Trail,2005/12/31 00:00:00+00,2099/12/31 00:00:00+00,507-547-549,Yes,1069,507,1.186,6330,Cottonwood,{1E561179-3EE0-403D-963A-A48930D20CBB},Moderate,Yes,LVS,"Leash, Or Voice and Sight Control",1192,1069,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{9A934C2F-5CD5-4DDB-928A-3E290CBF6ADA},507-547-549
2776,OSMP,Yes,Yes,Multi-Use Trail,2005/12/31 00:00:00+00,2099/12/31 00:00:00+00,507-546-547,Yes,1070,507,0.062,320,Cottonwood,{7E11EB3E-A300-45D0-9727-14E5B1B77B6E},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",1193,1070,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{E05A86DD-E21B-42D1-99AA-A69E8DBB167C},507-546-547
