X,Y,OBJECTID,THNAME,THTYPE,FEE,STEWARD,DATAOWNER,COMMENTS,GlobalID,BATTrailheadID
-105.032524216384,39.917174879606,172,,Trailhead,None,https://www.broomfield.org/1061/Contact-Open-Space,City and County of Broomfield,,{621E7742-4C76-4AFA-9A94-952A124D5511},BROO-221496
-105.015200316622,39.9453664642275,173,,Trailhead,None,https://www.broomfield.org/1061/Contact-Open-Space,City and County of Broomfield,,{692283BB-C464-4868-8D5E-430772F10A63},BROO-117679
-105.071105315429,39.9261373094074,174,,Trailhead,None,https://www.broomfield.org/1061/Contact-Open-Space,City and County of Broomfield,,{425E732B-81D1-4D62-B55B-88B5BD1E042C},BROO-117688
-105.060936009121,39.9928233012592,175,,Trailhead,None,https://www.broomfield.org/1061/Contact-Open-Space,City and County of Broomfield,,{9716CED5-B0A8-4474-A58D-A4D21D757A39},BROO-117700
-105.108680224101,39.920940421861,176,,Trailhead,None,https://www.broomfield.org/1061/Contact-Open-Space,City and County of Broomfield,,{CBCB7DAA-F55A-401E-B9CA-EFCE4EDCD6D4},BROO-135395
-105.022956093206,39.9446977831233,177,,Trailhead,None,https://www.broomfield.org/1061/Contact-Open-Space,City and County of Broomfield,,{EA7B9640-37E6-4E49-B6BA-D45BF7274E7F},BROO-135390
-105.108707107085,39.9209080572589,178,,Trailhead,None,https://www.broomfield.org/1061/Contact-Open-Space,City and County of Broomfield,,{67223254-710A-4D05-B30F-8F7F5C7ED6CD},BROO-117697
-105.022956093206,39.9446977831233,179,,Trailhead,None,https://www.broomfield.org/1061/Contact-Open-Space,City and County of Broomfield,,{16C22F95-2BDC-4B8E-852A-1402D391CCEF},BROO-117691
-105.035462821274,39.9313737779853,180,County Commons Trailhead,Trailhead,None,https://www.broomfield.org/1061/Contact-Open-Space,City and County of Broomfield,,{5457C090-E4F1-40CE-B4CC-F0FB72880C2A},BROO-135391
-105.00898186112,39.9277742669025,181,,Trailhead,None,https://www.broomfield.org/1061/Contact-Open-Space,City and County of Broomfield,,{63D87050-AABD-4ECD-B775-72E622DA3606},BROO-117689
-105.037748275494,39.9987872985619,182,,Trailhead,None,https://www.broomfield.org/1061/Contact-Open-Space,City and County of Broomfield,,{F634B73E-8AD9-4672-BC40-9070CB01CE6A},BROO-135393
-105.00898186112,39.9277742669025,183,,Trailhead,None,https://www.broomfield.org/1061/Contact-Open-Space,City and County of Broomfield,,{0BC9F41E-66EE-4044-9CDF-860F038A41F2},BROO-135389
-105.037748275494,39.9987872985619,184,,Trailhead,None,https://www.broomfield.org/1061/Contact-Open-Space,City and County of Broomfield,,{14CFE703-F092-487A-99D0-9F89182B8783},BROO-117695
-105.015806861797,39.9520245035186,185,,Trailhead,None,https://www.broomfield.org/1061/Contact-Open-Space,City and County of Broomfield,,{EED92F78-E316-4636-85DE-D2647078A447},BROO-135396
-105.009613953483,39.9575782597151,186,,Trailhead,None,https://www.broomfield.org/1061/Contact-Open-Space,City and County of Broomfield,,{B886547D-4B94-444C-A5CC-3D9C3799BEE6},BROO-119706
-105.046610589658,40.0290152188157,187,Coal Creek Trailhead @ LAWSC,Trailhead,None,https://www.erieco.gov,Town of Erie,,{B6ACBBC4-3C7B-4D28-BCE9-8631B9C23A65},ERIE-ETH_1
-105.042492983687,40.044188268261,188,Coal Creek Trailhead @ Erie Pkwy,Trailhead,None,https://www.erieco.gov,Town of Erie,,{FDCD01BC-EB78-487F-8346-FC1021F7D44F},ERIE-ETH_2
-105.04675317026,40.0561280075643,189,Coal Creek Trailhead @ Reliance Park,Trailhead,None,https://www.erieco.gov,Town of Erie,,{2AAC5D7D-7AAD-41FD-AD3D-4214C3712BF7},ERIE-ETH_3
-105.10241032927,40.0193844780847,190,Erie Lake Trailhead,Trailhead,None,https://www.erieco.gov,Town of Erie,,{3E39ADA3-27E5-48C4-9A12-B29B6B6DB0FC},ERIE-ETH_4
-105.07350385856,40.0335958647259,191,Thomas Reservoir Trailhead ,Trailhead,None,https://www.erieco.gov,Town of Erie,,{71FDEA1D-B12D-4F1D-8995-78D7C0BC81EC},ERIE-ETH_5
-105.091106769659,39.9801113558029,192,Public Road Trailhead,Trailhead,None,http://cityoflafayette.com/98/Parks-Recreation-Open-Space,City of Lafayette,,{80101EBF-FD12-47F0-A307-5C4B7A3750EB},LAF-1
-105.071478427988,39.9788856463913,193,Rock Creek East Trailhead,Trailhead,None,http://cityoflafayette.com/98/Parks-Recreation-Open-Space,City of Lafayette,,{A4C66AB3-019A-4371-B9AF-7437BE137944},LAF-2
-105.06092623545,39.9928009058315,194, ,Trailhead,None,http://cityoflafayette.com/98/Parks-Recreation-Open-Space,City of Lafayette,,{35C66050-6463-40FC-83BB-3D645BA9D2D9},LAF-3
-105.137339578158,40.169427578998,195,Golden Ponds,Trailhead,None,http://longmontcolorado.gov/Home/Components/StaffDirectory/StaffDirectory/913/716,City of Longmont,,{A7B8224E-7FD4-4984-9EF3-8830FF56BAC9},LONG-1
-105.120453086973,40.1616306188678,196,Isaac Walton Park,Trailhead,None,http://longmontcolorado.gov/Home/Components/StaffDirectory/StaffDirectory/913/716,City of Longmont,,{0CD4BCDC-86A5-4DD2-9BA4-FBDEE73BD3FF},LONG-2
-105.107588810557,40.1576265444078,197,Sundial Park,Trailhead,None,http://longmontcolorado.gov/Home/Components/StaffDirectory/StaffDirectory/913/716,City of Longmont,,{A89A8550-3AEA-43A0-A146-0EE2FCCAB8B0},LONG-3
-105.100128864468,40.1540233395105,198,Dickens Park Wast,Trailhead,None,http://longmontcolorado.gov/Home/Components/StaffDirectory/StaffDirectory/913/716,City of Longmont,,{CE7DF328-AF2D-4C33-991F-9E29795B7B52},LONG-4
-105.095908620586,40.1540530855329,199,Dickens Park East,Trailhead,None,http://longmontcolorado.gov/Home/Components/StaffDirectory/StaffDirectory/913/716,City of Longmont,,{A1E11F3D-03B9-43BD-A854-9573B821800C},LONG-5
-105.074381243098,40.1540872662534,200,N 119th St,Trailhead,None,http://longmontcolorado.gov/Home/Components/StaffDirectory/StaffDirectory/913/716,City of Longmont,,{B1D283BD-9A0A-49EA-9FA5-3BDF74201563},LONG-12
-105.055198712844,40.1487729281378,201,County Line Rd,Trailhead,None,http://longmontcolorado.gov/Home/Components/StaffDirectory/StaffDirectory/913/716,City of Longmont,,{CA01BE31-C731-4BD3-99DD-38B6B2F26A3E},LONG-13
-105.039499318358,40.1530371557814,202,Sandstone Park,Trailhead,None,http://longmontcolorado.gov/Home/Components/StaffDirectory/StaffDirectory/913/716,City of Longmont,,{CF5FC63E-6153-4891-842F-F325889B0818},LONG-6
-105.144382193017,40.1969720706549,203,McIntosh Lake,Trailhead,None,http://longmontcolorado.gov/Home/Components/StaffDirectory/StaffDirectory/913/716,City of Longmont,,{C129265B-A8A0-4A25-B248-3B6E33D4167F},LONG-7
-105.138888285386,40.1920261086888,204,Dawson Park,Trailhead,None,http://longmontcolorado.gov/Home/Components/StaffDirectory/StaffDirectory/913/716,City of Longmont,,{263AE6CF-60AD-4510-BEA2-571D4C425B0B},LONG-8
-105.129897884038,40.1633591944093,205,Rogers Grove Park,Trailhead,None,http://longmontcolorado.gov/Home/Components/StaffDirectory/StaffDirectory/913/716,City of Longmont,,{1AAF1C52-AB6A-4EF6-9CED-AD5FCF504E3C},LONG-9
-105.116144129066,40.1369949886031,206,Left Hand Creek Park,Trailhead,None,http://longmontcolorado.gov/Home/Components/StaffDirectory/StaffDirectory/913/716,City of Longmont,,{15E1C218-DF10-4E06-95FC-33ACF8C97AF8},LONG-10
-105.106810918928,40.1451041290122,207,Kanemoto Park,Trailhead,None,http://longmontcolorado.gov/Home/Components/StaffDirectory/StaffDirectory/913/716,City of Longmont,,{1689E73F-96C0-4D6E-81AE-A20FCE5B13DE},LONG-11
-105.140690654392,40.1488172498644,208,Willow Creek Park,Trailhead,None,http://longmontcolorado.gov/Home/Components/StaffDirectory/StaffDirectory/913/716,City of Longmont,,{2388AC26-F644-412A-A541-F8262A1F366E},LONG-14
-105.127934465966,40.1598695097122,209,Roger's Grovr Park,Trailhead,None,http://longmontcolorado.gov/Home/Components/StaffDirectory/StaffDirectory/913/716,City of Longmont,,{3B0D0847-B66C-4F9C-BC89-718326872CAC},LONG-15
-105.094065500405,40.1537892666145,210,Dickens Park,Trailhead,None,http://longmontcolorado.gov/Home/Components/StaffDirectory/StaffDirectory/913/716,City of Longmont,,{E1B189BC-95CF-491D-8E20-7BD6F00A425D},LONG-16
-105.088015516748,40.1780652551371,211,Clark Centennial Park,Trailhead,None,http://longmontcolorado.gov/Home/Components/StaffDirectory/StaffDirectory/913/716,City of Longmont,,{54CF489C-78B8-4561-A26C-DDD04138853E},LONG-17
-105.089926461529,40.195671274616,212,Rough N Ready Park,Trailhead,None,http://longmontcolorado.gov/Home/Components/StaffDirectory/StaffDirectory/913/716,City of Longmont,,{17DE0B98-319A-4569-BDC6-B3D1840801B5},LONG-18
-105.115006156739,39.9732309129845,213,Aquarius Trailhead,Trailhead,None,http://www.louisvilleco.gov/about-us/trails-and-maps,Boulder County,,{CE42C68F-1DFA-44FB-BAE2-91E8DB198C8A},LOU-2
-105.164897912086,39.9785286828626,214,,Trailhead,None,http://www.louisvilleco.gov/about-us/trails-and-maps,Boulder County,,{777A558B-96B4-4FE0-BC75-113220F2B9BF},LOU-7
-105.166400302178,39.9780806998342,215,,Trailhead,None,http://www.louisvilleco.gov/about-us/trails-and-maps,Boulder County,,{6D8376DA-F2E6-49BB-89C3-8A9BA7C59600},LOU-9
-105.141467162615,39.9687964859459,216,,Trailhead,None,http://www.louisvilleco.gov/about-us/trails-and-maps,Boulder County,,{8F2C1BA1-57EB-45EC-9932-9D57B7AD4E2E},LOU-10
-105.147149080449,39.9653549071703,217,Goodhue Ditch Trailhead,Trailhead,None,http://www.louisvilleco.gov/about-us/trails-and-maps,Boulder County,,{CE9C5445-CE6C-4A89-BA97-E7DFD6353891},LOU-15
-105.273587983463,40.223623338687,218,LaVerne Johnson Parking Lot,Trailhead,Parking,http://www.townoflyons.com/157/Parks-Recreation,Town of Lyons,LaVerne Johnson Trail System,{51B177BA-762E-48AC-A881-CB7200EDEF82},LYO-267
-105.265889654142,40.2194261958645,219,Bohn Park Parking Lot,Trailhead,None,http://www.townoflyons.com/157/Parks-Recreation,Town of Lyons,Bohn Park Trail,{F9162299-9A90-4B5D-86CF-49FE5FB8DA32},LYO-271
-105.268702818286,40.2235883260244,220,Sandstone Park Parking Lot,Trailhead,None,http://www.townoflyons.com/157/Parks-Recreation,Town of Lyons,Sandstone Park Trail System,{483BEE09-604D-4C0B-B560-36FA56FDD798},LYO-273
-105.263625772963,40.2210395439282,221,Black Bear Hole,Trailhead,None,http://www.townoflyons.com/157/Parks-Recreation,Town of Lyons,Bohn Park Trail,{AC601D74-61A4-49CD-A548-DB3F44156E57},LYO-275
-105.27188144224,40.2236314507137,222,LaVerne Johnson Park Perimeter Trail - Town Hall/Highway Access,TrailAccess,Parking,http://www.townoflyons.com/157/Parks-Recreation,Town of Lyons,LaVerne Johnson Trail System,{C67BA2F5-5D54-47A4-9104-D32E048026D1},LYO-278
-105.271716701996,40.2194315310513,223,Bohn Park Trail - Highway Access,TrailAccess,None,http://www.townoflyons.com/157/Parks-Recreation,Town of Lyons,Bohn Park Trail System,{2E1D6E18-E5AC-460B-B205-F7927C238CEF},LYO-279
-105.263342137997,40.2208334030161,224,Black Bear Hole,TrailAccess,None,http://www.townoflyons.com/157/Parks-Recreation,Town of Lyons,Bohn Park Trail System,{B0B2D058-6EFE-4852-B546-6E7289388E7B},LYO-280
-105.265356355799,40.2200479569948,225,Bohn Park Trail - 2nd Ave. Access,TrailAccess,None,http://www.townoflyons.com/157/Parks-Recreation,Town of Lyons,Bohn Park Trail System,{D57CED82-0845-4C18-9B59-9CEDAA239CF5},LYO-281
-105.257759408544,40.216286910219,226,Bohn Park Trail - McConnell Dr. Access,TrailAccess,None,http://www.townoflyons.com/157/Parks-Recreation,Town of Lyons,Bohn Park Trail System,{79B22E01-DAA7-445B-9670-2D6C3DA9F0A1},LYO-282
-105.25600668583,40.2198241469669,227,Stone Canyon Dr. - SW Access,TrailAccess,None,http://www.townoflyons.com/157/Parks-Recreation,Town of Lyons,Stone Canyon Trail System,{C29AA74F-CF4B-4E32-BBF0-0846CCBE0808},LYO-283
-105.257016569178,40.2200081025828,228,Osprey Ln. Access,TrailAccess,None,http://www.townoflyons.com/157/Parks-Recreation,Town of Lyons,Stone Canyon Trail,{3A3E52A6-9EEE-4C77-9F6C-EF8F62AFCF03},LYO-284
-105.256737561433,40.2203709652917,229,Private Property Owner Access,TrailAccess,None,http://www.townoflyons.com/157/Parks-Recreation,Town of Lyons,Stone Canyon Trail System,{82D73175-A000-4C3B-88CF-54655B936163},LYO-285
-105.256899100081,40.2207444591848,230,Peregrine Ln. Access,TrailAccess,None,http://www.townoflyons.com/157/Parks-Recreation,Town of Lyons,Stone Canyon Trail System,{F1D47199-E9A2-42BB-B240-5C9D72B215CE},LYO-286
-105.256234733945,40.2216920889941,231,Falcon Ln. Access,TrailAccess,None,http://www.townoflyons.com/157/Parks-Recreation,Town of Lyons,Stone Canyon Trail System,{93E4EFA3-A6C5-4F2B-B05B-369CF51281E4},LYO-287
-105.25465690603,40.2221778014415,232,Stone Canyon Dr. - NE Access,TrailAccess,None,http://www.townoflyons.com/157/Parks-Recreation,Town of Lyons,Stone Canyon Trail System,{7EB72FF0-A8D7-48AF-973A-500D506EDAB1},LYO-288
-105.262994797206,40.2137831864312,233,Bohn Ct. Access,TrailAccess,None,http://www.townoflyons.com/157/Parks-Recreation,Town of Lyons,Lyons Valley Trail System,{33A83938-1629-48A2-A89F-0036409CAA7A},LYO-289
-105.261733805991,40.2142021597897,234,Goransen Ct. Access,TrailAccess,None,http://www.townoflyons.com/157/Parks-Recreation,Town of Lyons,Lyons Valley Trail System,{6776508E-A12B-41C5-8184-3E0B27162204},LYO-290
-105.26122709239,40.2148698005115,235,Raymond Ct. Access,TrailAccess,None,http://www.townoflyons.com/157/Parks-Recreation,Town of Lyons,Lyons Valley Trail System,{F2FF275E-7A11-497C-8BBC-25E8E0B6E5A2},LYO-291
-105.260907610153,40.2158493325477,236,2nd Ave. Access,TrailAccess,None,http://www.townoflyons.com/157/Parks-Recreation,Town of Lyons,Lyons Valley Trail System,{F8458A6A-6C86-47A5-9FAA-1C5F9C41559D},LYO-292
-105.262017335854,40.2153099418219,237,Estes Ct. Access,TrailAccess,None,http://www.townoflyons.com/157/Parks-Recreation,Town of Lyons,Lyons Valley Trail System,{61094B74-1D54-4D7F-8A3B-A6EF5BCCAEA4},LYO-293
-105.262591190437,40.2147275468093,238,Noland Ct. Access,TrailAccess,None,http://www.townoflyons.com/157/Parks-Recreation,Town of Lyons,Lyons Valley Trail System,{EDBAFD6A-1C03-47E9-BD49-38EE13493629},LYO-294
-105.263267797916,40.2144295246335,239,Noland Ct. Access,TrailAccess,None,http://www.townoflyons.com/157/Parks-Recreation,Town of Lyons,Lyons Middle/Senior High School Shortcut,{715E39EA-0C8F-47C0-98B4-ED4CA79FA9BD},LYO-295
-105.263657768259,40.2143032239593,240,S. 2nd Ave. Access,TrailAccess,None,http://www.townoflyons.com/157/Parks-Recreation,Town of Lyons,Lyons Middle/Senior High School Shortcut,{6FD68314-DFC5-415D-90C2-531B20A48DD2},LYO-296
-105.269908290922,40.2197004848323,241,Bohn Park Trail - 4th Ave. Access,TrailAccess,None,http://www.townoflyons.com/157/Parks-Recreation,Town of Lyons,Bohn Park Trail System,{E9F6373F-6D7B-4A1C-9E33-ED48DF8920A1},LYO-297
-105.264153901502,40.2168089761224,242,Welch Ct. Access,TrailAccess,None,http://www.townoflyons.com/157/Parks-Recreation,Town of Lyons,2nd Ave./Welch Ct. Connector Trail,{EA033D8F-E556-49FE-9D7C-E44ACADBBEB1},LYO-298
-105.263911638446,40.2170132696485,243,2nd Ave. Access,TrailAccess,None,http://www.townoflyons.com/157/Parks-Recreation,Town of Lyons,2nd Ave./Welch Ct. Connector Trail,{EC11ADF2-DCD9-4264-B395-43EFAC9C7EDD},LYO-299
-105.273974648006,40.2232767600625,244,LaVerne Johnson Park Perimeter Trail - Parking Lot Access,TrailAccess,Parking,http://www.townoflyons.com/157/Parks-Recreation,Town of Lyons,LaVerne Johnson Trail System,{68C43374-74F5-4E7D-A8EC-0CC8B083C9DE},LYO-300
-105.503309419644,39.9649044521274,245,,Trailhead,None,http://nederlandco.org/,Town of Nederland,,{286DA89E-EA0C-4AD3-8554-0ACD01267FE1},NED-16
-105.491791935232,39.956664722946,246,Wildewood Trailhead,Trailhead,None,http://nederlandco.org/,Town of Nederland,,{BBA68380-3F7E-4C0C-82E1-EC0ABCAE74EB},NED-17
-105.488494764203,39.9594275515342,247,Doe Trailhead,Trailhead,None,http://nederlandco.org/,Town of Nederland,,{127C1F80-0C1A-4C98-A34F-164CA11ABD2F},NED-18
-105.624854374653,40.4049162342321,248,Endovalley,Trailhead,ParkEntrance,https://www.nps.gov/romo/planyourvisit/rules_regulations.htm,Rocky Mountain National Park,,{1D3D23E5-6003-4E37-A129-6FD220EAC14A},RMNP-{D5EA2CB8-693E-4DB9-8640-1121D8533376}
-105.626354347378,40.407201116398,249,Lawn Lake,Trailhead,ParkEntrance,https://www.nps.gov/romo/planyourvisit/rules_regulations.htm,Rocky Mountain National Park,,{33CD5220-61E6-4F95-89DC-D7C0B6C98514},RMNP-{8FD29A28-0EAF-499F-A605-A7DA2FCFA614}
-105.631955325208,40.409949702903,250,East Alluvial Fan,Trailhead,ParkEntrance,https://www.nps.gov/romo/planyourvisit/rules_regulations.htm,Rocky Mountain National Park,,{8B069078-77A1-49FA-9D16-30749BDDEA85},RMNP-{70189ADA-C838-4A24-850E-2AB3EBA97923}
-105.63748349728,40.4108098559355,251,West Alluvial Fan,Trailhead,ParkEntrance,https://www.nps.gov/romo/planyourvisit/rules_regulations.htm,Rocky Mountain National Park,,{CFBCC4A0-A0BC-4AFF-8141-FA5D2357F8A4},RMNP-{B43B170A-B66A-4004-A782-CBFF02F25372}
-105.641134523682,40.3990895333817,252,Abandoned Beaver Ponds,Trailhead,ParkEntrance,https://www.nps.gov/romo/planyourvisit/rules_regulations.htm,Rocky Mountain National Park,,{1233A65F-D4C3-40A6-B16B-CBDF03E23D8F},RMNP-{B6A435BD-465C-4B50-9D9F-DB9B23068E43}
-105.65466186727,40.3939507426609,253,Hidden Valley,Trailhead,ParkEntrance,https://www.nps.gov/romo/planyourvisit/rules_regulations.htm,Rocky Mountain National Park,,{80E1F3B3-0B29-4AD4-B978-551312479BA3},RMNP-{9A18F572-7453-4B07-A3FD-AD317F1687DC}
-105.711399738194,40.3956680307009,254,Forest Canyon Overlook,Trailhead,ParkEntrance,https://www.nps.gov/romo/planyourvisit/rules_regulations.htm,Rocky Mountain National Park,,{948F6D8D-96EE-47E0-9776-BC2643A91AF1},RMNP-{63F97B79-E25D-4A1D-8507-46F305B29333}
-105.733224719451,40.4124319813912,255,Rock Cut,Trailhead,ParkEntrance,https://www.nps.gov/romo/planyourvisit/rules_regulations.htm,Rocky Mountain National Park,,{3948BC50-ADE8-4274-9E66-590317ED5517},RMNP-{33B2007B-7879-42E9-A8DF-8DD4929B1231}
-105.811811712058,40.4201182248023,256,Milner Pass,Trailhead,ParkEntrance,https://www.nps.gov/romo/planyourvisit/rules_regulations.htm,Rocky Mountain National Park,,{73DBC701-F69E-4964-A88D-4E6506A7789E},RMNP-{45B82465-DC10-4161-9A5F-981747F0F4BA}
-105.818905815654,40.4137072389344,257,Lake Irene,Trailhead,ParkEntrance,https://www.nps.gov/romo/planyourvisit/rules_regulations.htm,Rocky Mountain National Park,,{FF68C834-520E-4BB4-9AEC-5903C2D052D0},RMNP-{AAA33BB2-4A64-495D-9100-69572F8DC9DF}
-105.848744136656,40.4008717366541,258,Colorado River,Trailhead,ParkEntrance,https://www.nps.gov/romo/planyourvisit/rules_regulations.htm,Rocky Mountain National Park,,{4BF23C91-58D8-40E9-B4A9-8059BAF34B69},RMNP-{7733F670-1742-4FD9-BA76-B35DD0C7FB7E}
-105.847641047707,40.3995172626936,259,Timber Lake,Trailhead,ParkEntrance,https://www.nps.gov/romo/planyourvisit/rules_regulations.htm,Rocky Mountain National Park,,{992876C6-35A3-407E-973D-FBE64AFCE5D2},RMNP-{894C746F-514D-4BB5-8351-E5E089A56886}
-105.857512582262,40.354816669123,260,Bowen-Baker,Trailhead,ParkEntrance,https://www.nps.gov/romo/planyourvisit/rules_regulations.htm,Rocky Mountain National Park,,{6268765D-A681-4672-85B2-3E00B06E1F10},RMNP-{0C25EF78-2B8F-48E9-B79F-A5579BDDF1B9}
-105.843625686185,40.3157879764708,261,Onahu Creek,Trailhead,ParkEntrance,https://www.nps.gov/romo/planyourvisit/rules_regulations.htm,Rocky Mountain National Park,,{4373C857-3BFD-42C2-A4DC-444B2FB2B682},RMNP-{6D7CA951-6635-4A51-A52A-4C5E55A938EF}
-105.841377212012,40.307354020995,262,Green Mountain,Trailhead,ParkEntrance,https://www.nps.gov/romo/planyourvisit/rules_regulations.htm,Rocky Mountain National Park,,{4BD30C79-B929-4AFA-AF4C-CB826401BF60},RMNP-{FE3D865C-35D9-40B4-B125-4EFA947BCE3B}
-105.833055485122,40.2667456164171,263,Kawuneeche Visitor Center,Trailhead,ParkEntrance,https://www.nps.gov/romo/planyourvisit/rules_regulations.htm,Rocky Mountain National Park,,{7F836B1A-5F08-4B32-9C30-4D1E6796E1B9},RMNP-{0126B83D-40E9-48FA-A7E3-BCF67F29E151}
-105.584528906327,40.3583965950846,264,Moraine Park Discovery Center,Trailhead,ParkEntrance,https://www.nps.gov/romo/planyourvisit/rules_regulations.htm,Rocky Mountain National Park,,{A1255770-E416-4D28-8E59-3C6FFF7EEA0D},RMNP-{56DA3267-DDE5-437E-95BA-B400D3BB89B1}
-105.584717223753,40.3460215218521,265,Tuxedo Park,Trailhead,ParkEntrance,https://www.nps.gov/romo/planyourvisit/rules_regulations.htm,Rocky Mountain National Park,,{A844724C-C71D-41AA-94A6-53AFBDB0AAD3},RMNP-{12F35C09-0B3C-4AE1-BB7E-CCE8F77592A3}
-105.601315324291,40.32974992072,266,Park and Ride,Trailhead,ParkEntrance,https://www.nps.gov/romo/planyourvisit/rules_regulations.htm,Rocky Mountain National Park,,{92A829A0-A992-4504-91E2-5E776FEA47DA},RMNP-{EF703E01-57BF-4D50-9210-D8B8890794D0}
-105.608138201351,40.3208634948003,267,Sprague Lake,Trailhead,ParkEntrance,https://www.nps.gov/romo/planyourvisit/rules_regulations.htm,Rocky Mountain National Park,,{1E02F943-8491-4384-A1BE-6F8C50725BE2},RMNP-{2AE882B2-A631-45E7-89BB-C17563420A88}
-105.623510575836,40.3205285356995,268,Bierstadt Lake,Trailhead,ParkEntrance,https://www.nps.gov/romo/planyourvisit/rules_regulations.htm,Rocky Mountain National Park,,{5E9A23D1-29CD-45F1-861F-EF9D8EB664AB},RMNP-{22322A3B-AD1F-45D2-A8D8-28BB1A8CD11C}
-105.620032796722,40.3201207413769,269,Bierstadt Lake/Storm Pass,Trailhead,ParkEntrance,https://www.nps.gov/romo/planyourvisit/rules_regulations.htm,Rocky Mountain National Park,,{47C8717D-F92E-485B-A9D2-E4DAAF59F3FE},RMNP-{73ADCC58-2FE3-4DA6-94BF-6EC5BFA8FFFB}
-105.639961630247,40.3107740410238,270,Glacier Gorge,Trailhead,ParkEntrance,https://www.nps.gov/romo/planyourvisit/rules_regulations.htm,Rocky Mountain National Park,,{A1F4B4EC-F197-47A6-9BD9-0BA089FFAE46},RMNP-{DF27EC9E-52C8-4BBE-8AF3-DE942952DF76}
-105.645716186753,40.3119386167709,271,Bear Lake,Trailhead,ParkEntrance,https://www.nps.gov/romo/planyourvisit/rules_regulations.htm,Rocky Mountain National Park,,{A909BB4D-E1B1-4C11-BA41-FD2C9612E85E},RMNP-{17BAA81E-FDB8-4E3A-9B75-3F340B778677}
-105.556621848202,40.27205764951,272,Longs Peak,Trailhead,ParkEntrance,https://www.nps.gov/romo/planyourvisit/rules_regulations.htm,Rocky Mountain National Park,,{9CB227FB-B4A5-4F0A-B719-16EC81FCA8A8},RMNP-{83EB5E71-A979-4352-A202-A659409DF1AB}
-105.850297910382,40.3797684853189,273,Timber Creek Campground,Trailhead,ParkEntrance,https://www.nps.gov/romo/planyourvisit/rules_regulations.htm,Rocky Mountain National Park,,{7D4E0868-11B3-499E-9479-7516162207AD},RMNP-{0FBC2731-8611-4C9A-8122-57DE12073BCC}
-105.695374214836,40.393363467608,274,Ute Trail East,Trailhead,ParkEntrance,https://www.nps.gov/romo/planyourvisit/rules_regulations.htm,Rocky Mountain National Park,,{67FAC4BC-F5C1-4E22-A3D8-8ED8C57546AA},RMNP-{218E3E97-8EEC-45D2-B84D-4C8D1F679F1F}
-105.605262523446,40.3415108063583,275,Hollowell Park,Trailhead,ParkEntrance,https://www.nps.gov/romo/planyourvisit/rules_regulations.htm,Rocky Mountain National Park,,{F6EC46E6-AB82-4467-95E6-58ACE22FD0B7},RMNP-{1DDE441B-E5C2-4038-84D1-2312B9D9691A}
-105.605160079571,40.3229187449337,276,Glacier Creek Riding Stable,Trailhead,ParkEntrance,https://www.nps.gov/romo/planyourvisit/rules_regulations.htm,Rocky Mountain National Park,,{6B23D47C-14DE-4B0C-9C92-872B83FA5845},RMNP-{C1D9A7F0-52BE-43EB-93EA-A7814D1D9DB3}
-105.534624128103,40.2197514947013,277,Sandbeach Lake Trailhead,Trailhead,ParkEntrance,https://www.nps.gov/romo/planyourvisit/rules_regulations.htm,Rocky Mountain National Park,,{F818CAE6-E86B-471F-8CB4-15CF4F0F0019},RMNP-{D4816A73-E350-430F-B8EB-6608519EA237}
-105.512291768493,40.3961071720152,278,Lumpy Ridge,Trailhead,ParkEntrance,https://www.nps.gov/romo/planyourvisit/rules_regulations.htm,Rocky Mountain National Park,,{3E64018D-D859-4BCB-BA89-C3F166A3ECBA},RMNP-{F7756972-FDBC-4D9F-9313-7BDD600C115A}
-105.858426448282,40.3446448737429,279,Coyote Valley,Trailhead,ParkEntrance,https://www.nps.gov/romo/planyourvisit/rules_regulations.htm,Rocky Mountain National Park,,{7162EA87-0C11-405D-86CA-F92F17135403},RMNP-{9DC4CDDE-35CA-462B-8CEF-7EBDFED728D0}
-105.537076120096,40.3065892713584,280,Lily Lake Visitor Center,Trailhead,ParkEntrance,https://www.nps.gov/romo/planyourvisit/rules_regulations.htm,Rocky Mountain National Park,,{542B554A-93F2-4166-93EA-4A208F204B43},RMNP-{6B09930F-C17D-438A-8883-F1EA8B36717B}
-105.613766868851,40.3729131769989,281,Beaver Meadows,Trailhead,ParkEntrance,https://www.nps.gov/romo/planyourvisit/rules_regulations.htm,Rocky Mountain National Park,,{746DDC86-D96F-467A-9325-D14CDE8D39B1},RMNP-{BD3E94FF-284B-4227-8188-EEB867F3C523}
-105.847638611476,40.3872410931207,282,Beaver Ponds,Trailhead,ParkEntrance,https://www.nps.gov/romo/planyourvisit/rules_regulations.htm,Rocky Mountain National Park,,{A3BAE6DA-67FD-4C21-AF1A-C86CC5CA5995},RMNP-{C8D7A5FB-949A-4C32-A1AB-D09BBEDDE305}
-105.753767232569,40.4415310942654,283,Fall River Pass,Trailhead,ParkEntrance,https://www.nps.gov/romo/planyourvisit/rules_regulations.htm,Rocky Mountain National Park,,{3E675F30-1343-4E57-B365-13905263CFB0},RMNP-{1334261E-E871-4F29-B464-6058021147F6}
-105.583426730966,40.353947295057,284,Moraine Park,Trailhead,ParkEntrance,https://www.nps.gov/romo/planyourvisit/rules_regulations.htm,Rocky Mountain National Park,,{F02FF4B3-4E4B-4320-A0D6-380B56189EAA},RMNP-{FA58A864-E420-40D1-A3C9-B40D1DB4EE4A}
